"year","name","n"
2020-06-27,"IA",382
2020-06-28,"IA",496
2020-06-29,"IA",304
2020-06-30,"IA",210
2020-07-01,"IA",350
2020-07-02,"IA",671
2020-07-03,"IA",393
2020-07-04,"IA",559
2020-07-05,"IA",314
2020-07-06,"IA",412
2020-07-07,"IA",269
2020-07-08,"IA",464
2020-07-09,"IA",725
2020-07-10,"IA",889
2020-07-11,"IA",514
2020-07-12,"IA",475
2020-07-13,"IA",491
2020-07-14,"IA",331
2020-07-15,"IA",205
2020-07-16,"IA",824
2020-07-17,"IA",800
2020-07-18,"IA",247
2020-07-19,"IA",737
2020-07-20,"IA",280
2020-07-21,"IA",516
2020-07-22,"IA",371
2020-07-23,"IA",729
2020-07-24,"IA",494
2020-07-25,"IA",631
2020-07-26,"IA",383
2020-07-27,"IA",473
2020-07-28,"IA",250
2020-07-29,"IA",452
2020-07-30,"IA",657
2020-07-31,"IA",630
2020-08-01,"IA",458
2020-08-02,"IA",543
2020-08-03,"IA",321
2020-08-04,"IA",175
2020-08-05,"IA",520
2020-08-06,"IA",641
2020-08-07,"IA",595
2020-08-08,"IA",382
2020-08-09,"IA",617
2020-08-10,"IA",269
2020-08-11,"IA",212
2020-08-12,"IA",491
2020-08-13,"IA",464
2020-08-14,"IA",639
2020-08-15,"IA",837
2020-08-16,"IA",668
2020-08-17,"IA",306
2020-08-18,"IA",313
2020-08-19,"IA",613
2020-08-20,"IA",282
2020-08-21,"IA",885
2020-08-22,"IA",780
2020-08-23,"IA",672
2020-08-24,"IA",427
2020-08-25,"IA",550
2020-08-26,"IA",876
2020-08-27,"IA",1469
2020-08-28,"IA",2539
2020-08-29,"IA",1076
2020-08-30,"IA",993
2020-08-31,"IA",608
2020-09-01,"IA",689
2020-09-02,"IA",753
2020-09-03,"IA",651
2020-09-04,"IA",1149
2020-09-05,"IA",1061
2020-09-06,"IA",741
2020-09-07,"IA",576
2020-09-08,"IA",341
2020-09-09,"IA",481
2020-09-10,"IA",811
2020-09-11,"IA",798
2020-09-12,"IA",0
2020-09-13,"IA",1582
2020-09-14,"IA",424
2020-09-15,"IA",509
2020-09-16,"IA",769
2020-09-17,"IA",914
2020-09-18,"IA",1275
2020-09-19,"IA",892
2020-09-20,"IA",886
2020-09-21,"IA",616
2020-09-22,"IA",529
2020-09-23,"IA",852
2020-09-24,"IA",1345
2020-09-25,"IA",1085
2020-09-26,"IA",993
2020-09-27,"IA",794
2020-09-28,"IA",610
2020-09-29,"IA",796
2020-09-30,"IA",930
2020-10-01,"IA",1062
2020-10-02,"IA",1131
2020-10-03,"IA",1113
2020-10-04,"IA",677
2020-10-05,"IA",361
2020-10-06,"IA",531
2020-10-07,"IA",913
2020-10-08,"IA",1508
2020-10-09,"IA",1193
2020-10-10,"IA",1313
2020-10-11,"IA",1251
2020-10-12,"IA",432
2020-10-13,"IA",592
2020-10-14,"IA",1180
2020-10-15,"IA",1410
2020-10-16,"IA",1335
2020-10-17,"IA",1576
2020-10-18,"IA",911
2020-10-19,"IA",504
2020-10-20,"IA",748
2020-10-21,"IA",1281
2020-10-22,"IA",1387
2020-10-23,"IA",1585
2020-10-24,"IA",1909
2020-10-25,"IA",1304
2020-10-26,"IA",670
2020-10-27,"IA",1194
2020-10-28,"IA",1807
2020-10-29,"IA",2473
2020-10-30,"IA",2617
2020-10-31,"IA",2817
2020-11-01,"IA",2868
2020-11-02,"IA",1461
2020-11-03,"IA",1514
2020-11-04,"IA",2735
2020-11-05,"IA",4345
2020-11-06,"IA",3775
2020-11-07,"IA",0
2020-11-08,"IA",4137
2020-11-09,"IA",8404
2020-11-10,"IA",4383
2020-11-11,"IA",4744
2020-11-12,"IA",4190
2020-11-13,"IA",5068
2020-11-14,"IA",4842
2020-11-15,"IA",4364
2020-11-16,"IA",2334
2020-11-17,"IA",3562
2020-11-18,"IA",3955
2020-11-19,"IA",4160
2020-11-20,"IA",4319
2020-11-21,"IA",3632
2020-11-22,"IA",3367
2020-11-23,"IA",1651
2020-11-24,"IA",3841
2020-11-25,"IA",3364
2020-11-26,"IA",0
2020-11-27,"IA",4566
2020-11-28,"IA",2221
2020-11-29,"IA",2000
2020-11-30,"IA",1175
2020-12-01,"IA",1898
2020-12-02,"IA",2960
2020-12-03,"IA",2918
2020-12-04,"IA",2897
2020-12-05,"IA",2356
2020-12-06,"IA",1855
2020-12-07,"IA",912
2020-12-08,"IA",1399
2020-12-09,"IA",2526
2020-12-10,"IA",2277
2020-12-11,"IA",2133
2020-12-12,"IA",1965
2020-12-13,"IA",1236
2020-12-14,"IA",646
2020-12-15,"IA",1398
2020-12-16,"IA",2001
2020-12-17,"IA",2055
2020-12-18,"IA",1934
2020-12-19,"IA",594
2020-12-20,"IA",2419
2020-12-21,"IA",572
2020-12-22,"IA",1267
2020-12-23,"IA",1930
2020-12-24,"IA",1403
2020-12-25,"IA",1440
2020-12-26,"IA",394
2020-12-27,"IA",618
2020-12-28,"IA",535
2020-12-29,"IA",1461
2020-12-30,"IA",1634
2020-12-31,"IA",1693
2021-01-01,"IA",2052
2021-01-02,"IA",704
2021-01-03,"IA",1115
2021-01-04,"IA",597
2021-01-05,"IA",1792
2021-01-06,"IA",2765
2021-01-07,"IA",1921
2021-01-08,"IA",2043
2021-01-09,"IA",1649
2021-01-10,"IA",1324
2021-01-11,"IA",420
2021-01-12,"IA",0
2021-01-13,"IA",3348
2021-01-14,"IA",1155
2021-01-15,"IA",1331
2021-01-16,"IA",1353
2021-01-17,"IA",728
2021-01-18,"IA",0
2021-01-19,"IA",1378
2021-01-20,"IA",1325
2021-01-21,"IA",1697
2021-01-22,"IA",1262
2021-01-23,"IA",1362
2021-01-24,"IA",838
2021-01-25,"IA",452
2021-01-26,"IA",794
2021-01-27,"IA",1088
2021-01-28,"IA",1247
2021-01-29,"IA",948
2021-01-30,"IA",1064
2021-01-31,"IA",753
2021-02-01,"IA",292
2021-02-02,"IA",836
2021-02-03,"IA",1191
2021-02-04,"IA",972
2021-02-05,"IA",803
2021-02-06,"IA",554
2021-02-07,"IA",532
2021-02-08,"IA",263
2021-02-09,"IA",704
2021-02-10,"IA",1008
2021-02-11,"IA",836
2021-02-12,"IA",732
2021-02-13,"IA",642
2021-02-14,"IA",456
2021-02-15,"IA",211
2021-02-16,"IA",747
2021-02-17,"IA",625
2021-02-18,"IA",634
2021-02-19,"IA",558
2021-02-20,"IA",555
2021-02-21,"IA",387
2021-02-22,"IA",194
2021-02-23,"IA",613
2021-02-24,"IA",716
2021-02-25,"IA",651
2021-02-26,"IA",614
2021-02-27,"IA",537
2021-02-28,"IA",350
2021-03-01,"IA",200
2021-03-02,"IA",452
2021-03-03,"IA",622
2021-03-04,"IA",673
2021-03-05,"IA",403
2021-03-06,"IA",0
2021-03-07,"IA",533
2021-03-08,"IA",484
2021-03-09,"IA",507
2021-03-10,"IA",795
2021-03-11,"IA",421
2021-03-12,"IA",483
2021-03-13,"IA",548
2021-03-14,"IA",281
2021-03-15,"IA",188
2021-03-16,"IA",409
2021-03-17,"IA",0
2021-03-18,"IA",963
2021-03-19,"IA",603
2021-03-20,"IA",448
2021-03-21,"IA",313
2021-03-22,"IA",140
2021-03-23,"IA",479
2021-03-24,"IA",763
2021-03-25,"IA",646
2021-03-26,"IA",903
2021-03-27,"IA",526
2021-03-28,"IA",455
2021-03-29,"IA",0
2021-03-30,"IA",141
2021-03-31,"IA",1093
2021-04-01,"IA",809
2021-04-02,"IA",610
2021-04-03,"IA",551
2021-04-04,"IA",429
2020-01-22,"ID",0
2020-01-23,"ID",0
2020-01-24,"ID",0
2020-01-25,"ID",0
2020-01-26,"ID",0
2020-01-27,"ID",0
2020-01-28,"ID",0
2020-01-29,"ID",0
2020-01-30,"ID",0
2020-01-31,"ID",0
2020-02-01,"ID",0
2020-02-02,"ID",0
2020-02-03,"ID",0
2020-02-04,"ID",0
2020-02-05,"ID",0
2020-02-06,"ID",0
2020-02-07,"ID",0
2020-02-08,"ID",0
2020-02-09,"ID",0
2020-02-10,"ID",0
2020-02-11,"ID",0
2020-02-12,"ID",0
2020-02-13,"ID",0
2020-02-14,"ID",0
2020-02-15,"ID",0
2020-02-16,"ID",0
2020-02-17,"ID",0
2020-02-18,"ID",0
2020-02-19,"ID",0
2020-02-20,"ID",0
2020-02-21,"ID",0
2020-02-22,"ID",0
2020-02-23,"ID",0
2020-02-24,"ID",0
2020-02-25,"ID",0
2020-02-26,"ID",0
2020-02-27,"ID",0
2020-02-28,"ID",0
2020-02-29,"ID",0
2020-03-01,"ID",0
2020-03-02,"ID",0
2020-03-03,"ID",0
2020-03-04,"ID",0
2020-03-05,"ID",0
2020-03-06,"ID",0
2020-03-07,"ID",0
2020-03-08,"ID",0
2020-03-09,"ID",0
2020-03-10,"ID",0
2020-03-11,"ID",0
2020-03-12,"ID",0
2020-03-13,"ID",0
2020-03-14,"ID",3
2020-03-15,"ID",0
2020-03-16,"ID",0
2020-03-17,"ID",2
2020-03-18,"ID",6
2020-03-19,"ID",12
2020-03-20,"ID",8
2020-03-21,"ID",10
2020-03-22,"ID",4
2020-03-23,"ID",5
2020-03-24,"ID",23
2020-03-25,"ID",49
2020-03-26,"ID",63
2020-03-27,"ID",44
2020-03-28,"ID",32
2020-03-29,"ID",49
2020-03-30,"ID",105
2020-03-31,"ID",110
2020-04-01,"ID",134
2020-04-02,"ID",230
2020-04-03,"ID",122
2020-04-04,"ID",65
2020-04-05,"ID",24
2020-04-06,"ID",69
2020-04-07,"ID",41
2020-04-08,"ID",22
2020-04-09,"ID",121
2020-04-10,"ID",43
2020-04-11,"ID",11
2020-04-12,"ID",18
2020-04-13,"ID",28
2020-04-14,"ID",11
2020-04-15,"ID",123
2020-04-16,"ID",22
2020-04-17,"ID",46
2020-04-18,"ID",13
2020-04-19,"ID",4
2020-04-20,"ID",64
2020-04-21,"ID",30
2020-04-22,"ID",34
2020-04-23,"ID",31
2020-04-24,"ID",33
2020-04-25,"ID",21
2020-04-26,"ID",8
2020-04-27,"ID",24
2020-04-28,"ID",34
2020-04-29,"ID",31
2020-04-30,"ID",31
2020-05-01,"ID",21
2020-05-02,"ID",27
2020-05-03,"ID",0
2020-05-04,"ID",45
2020-05-05,"ID",21
2020-05-06,"ID",31
2020-05-07,"ID",20
2020-05-08,"ID",27
2020-05-09,"ID",25
2020-05-10,"ID",0
2020-05-11,"ID",30
2020-05-12,"ID",33
2020-05-13,"ID",31
2020-05-14,"ID",27
2020-05-15,"ID",37
2020-05-16,"ID",29
2020-05-17,"ID",0
2020-05-18,"ID",36
2020-05-19,"ID",23
2020-05-20,"ID",29
2020-05-21,"ID",28
2020-05-22,"ID",62
2020-05-23,"ID",31
2020-05-24,"ID",0
2020-05-25,"ID",0
2020-05-26,"ID",72
2020-05-27,"ID",32
2020-05-28,"ID",37
2020-05-29,"ID",0
2020-05-30,"ID",71
2020-05-31,"ID",1
2020-06-01,"ID",66
2020-06-02,"ID",27
2020-06-03,"ID",57
2020-06-04,"ID",64
2020-06-05,"ID",58
2020-06-06,"ID",27
2020-06-07,"ID",0
2020-06-08,"ID",50
2020-06-09,"ID",32
2020-06-10,"ID",39
2020-06-11,"ID",42
2020-06-12,"ID",50
2020-06-13,"ID",46
2020-06-14,"ID",0
2020-06-15,"ID",64
2020-06-16,"ID",79
2020-06-17,"ID",92
2020-06-18,"ID",111
2020-06-19,"ID",128
2020-06-20,"ID",132
2020-06-21,"ID",0
2020-06-22,"ID",250
2020-06-23,"ID",146
2020-06-24,"ID",244
2020-06-25,"ID",221
2020-06-26,"ID",280
2020-06-27,"ID",174
2020-06-28,"ID",0
2020-06-29,"ID",433
2020-06-30,"ID",365
2020-07-01,"ID",253
2020-07-02,"ID",222
2020-07-03,"ID",401
2020-07-04,"ID",377
2020-07-05,"ID",363
2020-07-06,"ID",319
2020-07-07,"ID",487
2020-07-08,"ID",430
2020-07-09,"ID",459
2020-07-10,"ID",500
2020-07-11,"ID",577
2020-07-12,"ID",0
2020-07-13,"ID",397
2020-07-14,"ID",817
2020-07-15,"ID",727
2020-07-16,"ID",688
2020-07-17,"ID",619
2020-07-18,"ID",550
2020-07-19,"ID",0
2020-07-20,"ID",964
2020-07-21,"ID",556
2020-07-22,"ID",498
2020-07-23,"ID",413
2020-07-24,"ID",528
2020-07-25,"ID",563
2020-07-26,"ID",350
2020-07-27,"ID",516
2020-07-28,"ID",528
2020-07-29,"ID",454
2020-07-30,"ID",568
2020-07-31,"ID",474
2020-08-01,"ID",394
2020-08-02,"ID",0
2020-08-03,"ID",561
2020-08-04,"ID",560
2020-08-05,"ID",473
2020-08-06,"ID",693
2020-08-07,"ID",523
2020-08-08,"ID",573
2020-08-09,"ID",176
2020-08-10,"ID",428
2020-08-11,"ID",498
2020-08-12,"ID",537
2020-08-13,"ID",498
2020-08-14,"ID",542
2020-08-15,"ID",304
2020-08-16,"ID",0
2020-08-17,"ID",466
2020-08-18,"ID",384
2020-08-19,"ID",369
2020-08-20,"ID",0
2020-08-21,"ID",673
2020-08-22,"ID",293
2020-08-23,"ID",0
2020-08-24,"ID",403
2020-08-25,"ID",409
2020-08-26,"ID",306
2020-08-27,"ID",342
2020-08-28,"ID",262
2020-08-29,"ID",293
2020-08-30,"ID",0
2020-08-31,"ID",410
2020-09-01,"ID",280
2020-09-02,"ID",297
2020-09-03,"ID",263
2020-09-04,"ID",270
2020-09-05,"ID",281
2020-09-06,"ID",0
2020-09-07,"ID",191
2020-09-08,"ID",314
2020-09-09,"ID",329
2020-09-10,"ID",306
2020-09-11,"ID",334
2020-09-12,"ID",217
2020-09-13,"ID",112
2020-09-14,"ID",253
2020-09-15,"ID",276
2020-09-16,"ID",282
2020-09-17,"ID",397
2020-09-18,"ID",470
2020-09-19,"ID",288
2020-09-20,"ID",244
2020-09-21,"ID",410
2020-09-22,"ID",446
2020-09-23,"ID",396
2020-09-24,"ID",493
2020-09-25,"ID",523
2020-09-26,"ID",540
2020-09-27,"ID",0
2020-09-28,"ID",627
2020-09-29,"ID",0
2020-09-30,"ID",1124
2020-10-01,"ID",511
2020-10-02,"ID",679
2020-10-03,"ID",465
2020-10-04,"ID",0
2020-10-05,"ID",720
2020-10-06,"ID",660
2020-10-07,"ID",671
2020-10-08,"ID",673
2020-10-09,"ID",662
2020-10-10,"ID",613
2020-10-11,"ID",365
2020-10-12,"ID",597
2020-10-13,"ID",584
2020-10-14,"ID",645
2020-10-15,"ID",713
2020-10-16,"ID",1095
2020-10-17,"ID",880
2020-10-18,"ID",0
2020-10-19,"ID",1207
2020-10-20,"ID",873
2020-10-21,"ID",986
2020-10-22,"ID",951
2020-10-23,"ID",1073
2020-10-24,"ID",1024
2020-10-25,"ID",0
2020-10-26,"ID",1347
2020-10-27,"ID",882
2020-10-28,"ID",0
2020-10-29,"ID",1823
2020-10-30,"ID",1063
2020-10-31,"ID",799
2020-11-01,"ID",480
2020-11-02,"ID",755
2020-11-03,"ID",1180
2020-11-04,"ID",1291
2020-11-05,"ID",1264
2020-11-06,"ID",1328
2020-11-07,"ID",1402
2020-11-08,"ID",649
2020-11-09,"ID",1269
2020-11-10,"ID",1201
2020-11-11,"ID",1693
2020-11-12,"ID",1156
2020-11-13,"ID",1518
2020-11-14,"ID",0
2020-11-15,"ID",2447
2020-11-16,"ID",1101
2020-11-17,"ID",1782
2020-11-18,"ID",1310
2020-11-19,"ID",1542
2020-11-20,"ID",1779
2020-11-21,"ID",1077
2020-11-22,"ID",819
2020-11-23,"ID",0
2020-11-24,"ID",3076
2020-11-25,"ID",1774
2020-11-26,"ID",0
2020-11-27,"ID",1988
2020-11-28,"ID",1167
2020-11-29,"ID",628
2020-11-30,"ID",1408
2020-12-01,"ID",1609
2020-12-02,"ID",1424
2020-12-03,"ID",1713
2020-12-04,"ID",1907
2020-12-05,"ID",1346
2020-12-06,"ID",0
2020-12-07,"ID",2187
2020-12-08,"ID",2014
2020-12-09,"ID",2296
2020-12-10,"ID",1834
2020-12-11,"ID",1581
2020-12-12,"ID",1026
2020-12-13,"ID",544
2020-12-14,"ID",1039
2020-12-15,"ID",1803
2020-12-16,"ID",1435
2020-12-17,"ID",1368
2020-12-18,"ID",1279
2020-12-19,"ID",969
2020-12-20,"ID",892
2020-12-21,"ID",919
2020-12-22,"ID",1715
2020-12-23,"ID",0
2020-12-24,"ID",2640
2020-12-25,"ID",0
2020-12-26,"ID",0
2020-12-27,"ID",3623
2020-12-28,"ID",794
2020-12-29,"ID",1514
2020-12-30,"ID",1340
2020-12-31,"ID",1210
2021-01-01,"ID",0
2021-01-02,"ID",1124
2021-01-03,"ID",309
2021-01-04,"ID",793
2021-01-05,"ID",1540
2021-01-06,"ID",1266
2021-01-07,"ID",1067
2021-01-08,"ID",1086
2021-01-09,"ID",977
2021-01-10,"ID",432
2021-01-11,"ID",572
2021-01-12,"ID",1034
2021-01-13,"ID",0
2021-01-14,"ID",2073
2021-01-15,"ID",1124
2021-01-16,"ID",806
2021-01-17,"ID",278
2021-01-18,"ID",0
2021-01-19,"ID",1224
2021-01-20,"ID",809
2021-01-21,"ID",613
2021-01-22,"ID",598
2021-01-23,"ID",522
2021-01-24,"ID",186
2021-01-25,"ID",527
2021-01-26,"ID",559
2021-01-27,"ID",619
2021-01-28,"ID",508
2021-01-29,"ID",635
2021-01-30,"ID",329
2021-01-31,"ID",0
2021-02-01,"ID",0
2021-02-02,"ID",973
2021-02-03,"ID",504
2021-02-04,"ID",405
2021-02-05,"ID",404
2021-02-06,"ID",220
2021-02-07,"ID",0
2021-02-08,"ID",469
2021-02-09,"ID",451
2021-02-10,"ID",444
2021-02-11,"ID",321
2021-02-12,"ID",351
2021-02-13,"ID",259
2021-02-14,"ID",0
2021-02-15,"ID",0
2021-02-16,"ID",461
2021-02-17,"ID",408
2021-02-18,"ID",286
2021-02-19,"ID",315
2021-02-20,"ID",196
2021-02-21,"ID",0
2021-02-22,"ID",434
2021-02-23,"ID",0
2021-02-24,"ID",283
2021-02-25,"ID",730
2021-02-26,"ID",310
2021-02-27,"ID",237
2021-02-28,"ID",0
2021-03-01,"ID",322
2021-03-02,"ID",371
2021-03-03,"ID",451
2021-03-04,"ID",298
2021-03-05,"ID",240
2021-03-06,"ID",0
2021-03-07,"ID",60
2021-03-08,"ID",422
2021-03-09,"ID",484
2021-03-10,"ID",455
2021-03-11,"ID",364
2021-03-12,"ID",334
2021-03-13,"ID",0
2021-03-14,"ID",0
2021-03-15,"ID",713
2021-03-16,"ID",349
2021-03-17,"ID",455
2021-03-18,"ID",341
2021-03-19,"ID",0
2021-03-20,"ID",0
2021-03-21,"ID",618
2021-03-22,"ID",340
2021-03-23,"ID",359
2021-03-24,"ID",425
2021-03-25,"ID",343
2021-03-26,"ID",317
2021-03-27,"ID",0
2021-03-28,"ID",224
2021-03-29,"ID",0
2021-03-30,"ID",0
2021-03-31,"ID",1107
2021-04-01,"ID",357
2021-04-02,"ID",288
2021-04-03,"ID",0
2021-04-04,"ID",0
2020-01-22,"IL",0
2020-01-23,"IL",0
2020-01-24,"IL",1
2020-01-25,"IL",0
2020-01-26,"IL",0
2020-01-27,"IL",0
2020-01-28,"IL",0
2020-01-29,"IL",0
2020-01-30,"IL",0
2020-01-31,"IL",1
2020-02-01,"IL",0
2020-02-02,"IL",0
2020-02-03,"IL",0
2020-02-04,"IL",0
2020-02-05,"IL",0
2020-02-06,"IL",0
2020-02-07,"IL",0
2020-02-08,"IL",0
2020-02-09,"IL",0
2020-02-10,"IL",0
2020-02-11,"IL",0
2020-02-12,"IL",0
2020-02-13,"IL",0
2020-02-14,"IL",0
2020-02-15,"IL",0
2020-02-16,"IL",0
2020-02-17,"IL",0
2020-02-18,"IL",0
2020-02-19,"IL",0
2020-02-20,"IL",0
2020-02-21,"IL",0
2020-02-22,"IL",0
2020-02-23,"IL",0
2020-02-24,"IL",0
2020-02-25,"IL",0
2020-02-26,"IL",0
2020-02-27,"IL",0
2020-02-28,"IL",0
2020-02-29,"IL",0
2020-03-01,"IL",1
2020-03-02,"IL",1
2020-03-03,"IL",0
2020-03-04,"IL",0
2020-03-05,"IL",1
2020-03-06,"IL",0
2020-03-07,"IL",1
2020-03-08,"IL",1
2020-03-09,"IL",6
2020-03-10,"IL",6
2020-03-11,"IL",5
2020-03-12,"IL",8
2020-03-13,"IL",14
2020-03-14,"IL",17
2020-03-15,"IL",5
2020-03-16,"IL",36
2020-03-17,"IL",55
2020-03-18,"IL",112
2020-03-19,"IL",143
2020-03-20,"IL",165
2020-03-21,"IL",167
2020-03-22,"IL",300
2020-03-23,"IL",172
2020-03-24,"IL",318
2020-03-25,"IL",328
2020-03-26,"IL",674
2020-03-27,"IL",489
2020-03-28,"IL",459
2020-03-29,"IL",1093
2020-03-30,"IL",469
2020-03-31,"IL",928
2020-04-01,"IL",979
2020-04-02,"IL",703
2020-04-03,"IL",1193
2020-04-04,"IL",1445
2020-04-05,"IL",895
2020-04-06,"IL",995
2020-04-07,"IL",1296
2020-04-08,"IL",1528
2020-04-09,"IL",1342
2020-04-10,"IL",1450
2020-04-11,"IL",1290
2020-04-12,"IL",1661
2020-04-13,"IL",1203
2020-04-14,"IL",1233
2020-04-15,"IL",1358
2020-04-16,"IL",1127
2020-04-17,"IL",1825
2020-04-18,"IL",1551
2020-04-19,"IL",1180
2020-04-20,"IL",1143
2020-04-21,"IL",1488
2020-04-22,"IL",2018
2020-04-23,"IL",1860
2020-04-24,"IL",2697
2020-04-25,"IL",2064
2020-04-26,"IL",2088
2020-04-27,"IL",1952
2020-04-28,"IL",2222
2020-04-29,"IL",2233
2020-04-30,"IL",2535
2020-05-01,"IL",3156
2020-05-02,"IL",2536
2020-05-03,"IL",3006
2020-05-04,"IL",2325
2020-05-05,"IL",2096
2020-05-06,"IL",2406
2020-05-07,"IL",2643
2020-05-08,"IL",2938
2020-05-09,"IL",2295
2020-05-10,"IL",1639
2020-05-11,"IL",1282
2020-05-12,"IL",4017
2020-05-13,"IL",1689
2020-05-14,"IL",3220
2020-05-15,"IL",2445
2020-05-16,"IL",2092
2020-05-17,"IL",1716
2020-05-18,"IL",2281
2020-05-19,"IL",1549
2020-05-20,"IL",2387
2020-05-21,"IL",2259
2020-05-22,"IL",2716
2020-05-23,"IL",2344
2020-05-24,"IL",2474
2020-05-25,"IL",1693
2020-05-26,"IL",1154
2020-05-27,"IL",1102
2020-05-28,"IL",1510
2020-05-29,"IL",1706
2020-05-30,"IL",1508
2020-05-31,"IL",1340
2020-06-01,"IL",967
2020-06-02,"IL",1558
2020-06-03,"IL",1016
2020-06-04,"IL",951
2020-06-05,"IL",1151
2020-06-06,"IL",994
2020-06-07,"IL",853
2020-06-08,"IL",681
2020-06-09,"IL",785
2020-06-10,"IL",651
2020-06-11,"IL",770
2020-06-12,"IL",604
2020-06-13,"IL",662
2020-06-14,"IL",663
2020-06-15,"IL",483
2020-06-16,"IL",625
2020-06-17,"IL",611
2020-06-18,"IL",644
2020-06-19,"IL",688
2020-06-20,"IL",634
2020-06-21,"IL",654
2020-06-22,"IL",462
2020-06-23,"IL",607
2020-06-24,"IL",721
2020-06-25,"IL",904
2020-06-26,"IL",868
2020-06-27,"IL",787
2020-06-28,"IL",646
2020-06-29,"IL",723
2020-06-30,"IL",719
2020-07-01,"IL",826
2020-07-02,"IL",872
2020-07-03,"IL",870
2020-07-04,"IL",860
2020-07-05,"IL",633
2020-07-06,"IL",612
2020-07-07,"IL",588
2020-07-08,"IL",986
2020-07-09,"IL",1018
2020-07-10,"IL",1321
2020-07-11,"IL",1192
2020-07-12,"IL",949
2020-07-13,"IL",881
2020-07-14,"IL",717
2020-07-15,"IL",1191
2020-07-16,"IL",1275
2020-07-17,"IL",1375
2020-07-18,"IL",1274
2020-07-19,"IL",966
2020-07-20,"IL",1164
2020-07-21,"IL",944
2020-07-22,"IL",1609
2020-07-23,"IL",1626
2020-07-24,"IL",1527
2020-07-25,"IL",1417
2020-07-26,"IL",1535
2020-07-27,"IL",1214
2020-07-28,"IL",1093
2020-07-29,"IL",1393
2020-07-30,"IL",1777
2020-07-31,"IL",1927
2020-08-01,"IL",1646
2020-08-02,"IL",1473
2020-08-03,"IL",1288
2020-08-04,"IL",1453
2020-08-05,"IL",1773
2020-08-06,"IL",1962
2020-08-07,"IL",2080
2020-08-08,"IL",2202
2020-08-09,"IL",1367
2020-08-10,"IL",1329
2020-08-11,"IL",1559
2020-08-12,"IL",1598
2020-08-13,"IL",1844
2020-08-14,"IL",2299
2020-08-15,"IL",1842
2020-08-16,"IL",1557
2020-08-17,"IL",1765
2020-08-18,"IL",1749
2020-08-19,"IL",2276
2020-08-20,"IL",1835
2020-08-21,"IL",2202
2020-08-22,"IL",2370
2020-08-23,"IL",1896
2020-08-24,"IL",1609
2020-08-25,"IL",1647
2020-08-26,"IL",2191
2020-08-27,"IL",1694
2020-08-28,"IL",2158
2020-08-29,"IL",1855
2020-08-30,"IL",1986
2020-08-31,"IL",1687
2020-09-01,"IL",1475
2020-09-02,"IL",2133
2020-09-03,"IL",1347
2020-09-04,"IL",5394
2020-09-05,"IL",2802
2020-09-06,"IL",1433
2020-09-07,"IL",1380
2020-09-08,"IL",1386
2020-09-09,"IL",1312
2020-09-10,"IL",1975
2020-09-11,"IL",2141
2020-09-12,"IL",2118
2020-09-13,"IL",1465
2020-09-14,"IL",1371
2020-09-15,"IL",1460
2020-09-16,"IL",1941
2020-09-17,"IL",2054
2020-09-18,"IL",2126
2020-09-19,"IL",2525
2020-09-20,"IL",1405
2020-09-21,"IL",1474
2020-09-22,"IL",1524
2020-09-23,"IL",1862
2020-09-24,"IL",2249
2020-09-25,"IL",2478
2020-09-26,"IL",2442
2020-09-27,"IL",1602
2020-09-28,"IL",1714
2020-09-29,"IL",1356
2020-09-30,"IL",2251
2020-10-01,"IL",2192
2020-10-02,"IL",2215
2020-10-03,"IL",2439
2020-10-04,"IL",1456
2020-10-05,"IL",1860
2020-10-06,"IL",1618
2020-10-07,"IL",2612
2020-10-08,"IL",3109
2020-10-09,"IL",2814
2020-10-10,"IL",2910
2020-10-11,"IL",2720
2020-10-12,"IL",2744
2020-10-13,"IL",2855
2020-10-14,"IL",2866
2020-10-15,"IL",4014
2020-10-16,"IL",4553
2020-10-17,"IL",3629
2020-10-18,"IL",4236
2020-10-19,"IL",3118
2020-10-20,"IL",3713
2020-10-21,"IL",4337
2020-10-22,"IL",4939
2020-10-23,"IL",3862
2020-10-24,"IL",6140
2020-10-25,"IL",4068
2020-10-26,"IL",4728
2020-10-27,"IL",3997
2020-10-28,"IL",6109
2020-10-29,"IL",6379
2020-10-30,"IL",6935
2020-10-31,"IL",0
2020-11-01,"IL",14882
2020-11-02,"IL",6239
2020-11-03,"IL",6521
2020-11-04,"IL",7526
2020-11-05,"IL",9919
2020-11-06,"IL",18025
2020-11-07,"IL",12416
2020-11-08,"IL",10014
2020-11-09,"IL",10610
2020-11-10,"IL",12626
2020-11-11,"IL",12640
2020-11-12,"IL",12606
2020-11-13,"IL",15385
2020-11-14,"IL",11013
2020-11-15,"IL",10625
2020-11-16,"IL",11643
2020-11-17,"IL",12525
2020-11-18,"IL",8922
2020-11-19,"IL",14627
2020-11-20,"IL",13000
2020-11-21,"IL",11898
2020-11-22,"IL",9980
2020-11-23,"IL",8293
2020-11-24,"IL",9456
2020-11-25,"IL",11347
2020-11-26,"IL",11975
2020-11-27,"IL",7590
2020-11-28,"IL",7891
2020-11-29,"IL",7403
2020-11-30,"IL",6190
2020-12-01,"IL",12539
2020-12-02,"IL",9742
2020-12-03,"IL",10949
2020-12-04,"IL",10545
2020-12-05,"IL",9842
2020-12-06,"IL",7534
2020-12-07,"IL",8684
2020-12-08,"IL",7913
2020-12-09,"IL",8248
2020-12-10,"IL",11131
2020-12-11,"IL",9434
2020-12-12,"IL",8732
